"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y","year"
"39411",76,"retired","married","basic.4y","no","no","no","cellular","apr","tue",122,4,999,1,"failure",-1.8,93.749,-34.6,0.638,5008.7,"no",2010
"39412",82,"housemaid","divorced","basic.4y","no","unknown","unknown","cellular","apr","tue",139,6,999,0,"nonexistent",-1.8,93.749,-34.6,0.638,5008.7,"yes",2010
"39413",58,"retired","married","basic.4y","no","no","no","cellular","apr","wed",1307,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.639,5008.7,"yes",2010
"39414",39,"technician","married","professional.course","no","no","no","cellular","apr","thu",208,3,999,1,"failure",-1.8,93.749,-34.6,0.64,5008.7,"no",2010
"39415",53,"management","divorced","university.degree","no","yes","no","cellular","apr","thu",222,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.64,5008.7,"yes",2010
"39416",75,"retired","married","unknown","no","yes","no","cellular","apr","thu",237,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.64,5008.7,"no",2010
"39417",53,"management","divorced","university.degree","no","yes","yes","cellular","apr","thu",126,6,999,0,"nonexistent",-1.8,93.749,-34.6,0.64,5008.7,"no",2010
"39418",53,"management","divorced","university.degree","no","no","no","cellular","apr","thu",198,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.64,5008.7,"no",2010
"39419",58,"housemaid","single","professional.course","no","no","yes","cellular","apr","thu",335,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.64,5008.7,"yes",2010
"39420",26,"unemployed","single","university.degree","no","yes","no","cellular","apr","thu",618,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.64,5008.7,"yes",2010
"39421",71,"retired","married","professional.course","no","no","no","cellular","apr","thu",559,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.64,5008.7,"yes",2010
"39422",53,"technician","married","university.degree","no","unknown","unknown","cellular","apr","thu",758,2,999,2,"failure",-1.8,93.749,-34.6,0.64,5008.7,"yes",2010
"39423",71,"retired","married","professional.course","no","yes","no","cellular","apr","thu",236,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.64,5008.7,"no",2010
"39424",37,"technician","married","professional.course","no","yes","no","telephone","apr","mon",481,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.642,5008.7,"yes",2010
"39425",54,"admin.","married","high.school","no","yes","no","cellular","apr","mon",158,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.642,5008.7,"yes",2010
"39426",37,"management","single","university.degree","no","no","no","cellular","apr","mon",161,1,999,1,"failure",-1.8,93.749,-34.6,0.642,5008.7,"no",2010
"39427",35,"admin.","married","university.degree","no","yes","no","cellular","apr","mon",337,1,999,2,"failure",-1.8,93.749,-34.6,0.642,5008.7,"no",2010
"39428",33,"admin.","single","university.degree","no","yes","no","cellular","apr","mon",169,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.642,5008.7,"no",2010
"39429",58,"housemaid","single","professional.course","no","yes","no","cellular","apr","mon",284,1,6,1,"success",-1.8,93.749,-34.6,0.642,5008.7,"no",2010
"39430",62,"entrepreneur","married","basic.9y","no","yes","no","cellular","apr","mon",366,2,10,1,"success",-1.8,93.749,-34.6,0.642,5008.7,"no",2010
"39431",58,"housemaid","single","professional.course","no","no","no","cellular","apr","mon",158,2,6,2,"success",-1.8,93.749,-34.6,0.642,5008.7,"no",2010
"39432",33,"admin.","single","university.degree","no","no","no","cellular","apr","mon",339,1,999,2,"failure",-1.8,93.749,-34.6,0.642,5008.7,"no",2010
"39433",48,"admin.","married","professional.course","no","yes","no","cellular","apr","mon",333,1,7,1,"success",-1.8,93.749,-34.6,0.642,5008.7,"yes",2010
"39434",49,"admin.","married","high.school","unknown","no","no","cellular","apr","mon",119,1,6,1,"success",-1.8,93.749,-34.6,0.642,5008.7,"no",2010
"39435",42,"housemaid","divorced","basic.4y","no","yes","no","telephone","apr","mon",271,1,999,1,"failure",-1.8,93.749,-34.6,0.642,5008.7,"no",2010
"39436",33,"admin.","single","university.degree","no","yes","no","cellular","apr","mon",143,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.642,5008.7,"no",2010
"39437",58,"housemaid","single","professional.course","no","no","no","cellular","apr","mon",147,1,6,1,"success",-1.8,93.749,-34.6,0.642,5008.7,"no",2010
"39438",56,"technician","married","high.school","no","no","no","cellular","apr","mon",119,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.642,5008.7,"no",2010
"39439",59,"blue-collar","married","basic.4y","no","no","no","cellular","apr","mon",1397,3,999,1,"failure",-1.8,93.749,-34.6,0.642,5008.7,"yes",2010
"39440",33,"admin.","single","university.degree","no","yes","no","cellular","apr","mon",143,2,999,1,"failure",-1.8,93.749,-34.6,0.642,5008.7,"no",2010
"39441",35,"admin.","married","university.degree","no","yes","no","cellular","apr","mon",176,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.642,5008.7,"yes",2010
"39442",63,"technician","married","high.school","no","no","no","cellular","apr","mon",176,3,999,0,"nonexistent",-1.8,93.749,-34.6,0.642,5008.7,"yes",2010
"39443",33,"management","single","university.degree","no","no","no","cellular","apr","tue",113,3,999,1,"failure",-1.8,93.749,-34.6,0.644,5008.7,"no",2010
"39444",26,"admin.","single","university.degree","no","yes","yes","cellular","apr","tue",295,4,6,2,"success",-1.8,93.749,-34.6,0.644,5008.7,"yes",2010
"39445",80,"housemaid","married","basic.4y","no","yes","yes","cellular","apr","tue",232,1,12,1,"success",-1.8,93.749,-34.6,0.644,5008.7,"yes",2010
"39446",49,"admin.","married","university.degree","no","yes","yes","cellular","apr","tue",218,2,999,3,"failure",-1.8,93.749,-34.6,0.644,5008.7,"yes",2010
"39447",20,"student","single","basic.4y","no","yes","yes","cellular","apr","tue",240,1,999,1,"failure",-1.8,93.749,-34.6,0.644,5008.7,"yes",2010
"39448",20,"student","single","basic.4y","no","yes","yes","cellular","apr","tue",278,4,6,1,"success",-1.8,93.749,-34.6,0.644,5008.7,"yes",2010
"39449",53,"entrepreneur","married","basic.4y","no","yes","yes","cellular","apr","tue",398,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.644,5008.7,"yes",2010
"39450",36,"admin.","single","basic.9y","no","yes","yes","telephone","apr","wed",173,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.644,5008.7,"yes",2010
"39451",48,"admin.","married","university.degree","no","yes","no","cellular","apr","thu",220,2,999,1,"failure",-1.8,93.749,-34.6,0.644,5008.7,"no",2010
"39452",48,"admin.","married","university.degree","no","no","no","telephone","apr","thu",185,1,6,2,"success",-1.8,93.749,-34.6,0.644,5008.7,"yes",2010
"39453",74,"retired","married","university.degree","no","no","no","cellular","apr","thu",200,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.644,5008.7,"yes",2010
"39454",48,"admin.","married","university.degree","no","yes","yes","cellular","apr","thu",200,1,6,2,"success",-1.8,93.749,-34.6,0.644,5008.7,"yes",2010
"39455",48,"admin.","married","university.degree","no","yes","no","cellular","apr","thu",141,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.644,5008.7,"yes",2010
"39456",35,"admin.","married","university.degree","no","yes","no","cellular","apr","thu",330,1,10,1,"success",-1.8,93.749,-34.6,0.644,5008.7,"yes",2010
"39457",37,"admin.","married","university.degree","no","yes","yes","cellular","apr","thu",214,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.644,5008.7,"yes",2010
"39458",46,"services","single","basic.4y","no","no","no","cellular","apr","thu",191,3,6,1,"success",-1.8,93.749,-34.6,0.644,5008.7,"no",2010
"39459",58,"admin.","married","professional.course","no","yes","no","cellular","apr","thu",98,4,999,2,"failure",-1.8,93.749,-34.6,0.644,5008.7,"no",2010
"39460",22,"services","single","high.school","no","no","no","cellular","apr","thu",699,2,999,1,"failure",-1.8,93.749,-34.6,0.644,5008.7,"no",2010
"39461",35,"services","married","professional.course","no","yes","no","cellular","apr","thu",218,2,6,1,"success",-1.8,93.749,-34.6,0.644,5008.7,"yes",2010
"39462",68,"retired","married","basic.4y","no","yes","no","cellular","apr","fri",177,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.644,5008.7,"no",2010
"39463",41,"admin.","married","university.degree","no","yes","no","cellular","apr","fri",961,6,999,0,"nonexistent",-1.8,93.749,-34.6,0.644,5008.7,"yes",2010
"39464",68,"retired","married","university.degree","no","yes","no","cellular","apr","fri",330,3,999,0,"nonexistent",-1.8,93.749,-34.6,0.644,5008.7,"yes",2010
"39465",55,"technician","married","professional.course","no","yes","no","cellular","apr","fri",148,2,999,1,"failure",-1.8,93.749,-34.6,0.644,5008.7,"no",2010
"39466",50,"technician","single","university.degree","no","yes","no","telephone","apr","fri",634,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.644,5008.7,"yes",2010
"39467",82,"retired","divorced","basic.4y","no","yes","yes","cellular","apr","mon",125,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.643,5008.7,"yes",2010
"39468",25,"self-employed","single","unknown","no","no","no","cellular","apr","mon",131,2,999,1,"failure",-1.8,93.749,-34.6,0.643,5008.7,"no",2010
"39469",29,"admin.","single","university.degree","no","yes","no","cellular","apr","mon",237,4,999,0,"nonexistent",-1.8,93.749,-34.6,0.643,5008.7,"no",2010
"39470",25,"self-employed","single","unknown","no","no","no","cellular","apr","mon",232,3,999,1,"failure",-1.8,93.749,-34.6,0.643,5008.7,"no",2010
"39471",54,"admin.","married","high.school","no","no","no","cellular","apr","mon",220,1,12,1,"success",-1.8,93.749,-34.6,0.643,5008.7,"no",2010
"39472",82,"retired","divorced","basic.4y","no","no","no","cellular","apr","mon",529,1,6,2,"success",-1.8,93.749,-34.6,0.643,5008.7,"yes",2010
"39473",74,"retired","divorced","basic.4y","no","yes","no","cellular","apr","mon",142,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.643,5008.7,"yes",2010
"39474",74,"retired","divorced","basic.4y","no","no","yes","cellular","apr","mon",184,2,14,2,"failure",-1.8,93.749,-34.6,0.643,5008.7,"no",2010
"39475",74,"retired","married","basic.4y","no","no","no","telephone","apr","mon",1143,5,999,0,"nonexistent",-1.8,93.749,-34.6,0.643,5008.7,"yes",2010
"39476",85,"housemaid","married","basic.4y","unknown","no","no","cellular","apr","tue",175,6,6,1,"success",-1.8,93.749,-34.6,0.642,5008.7,"yes",2010
"39477",85,"housemaid","married","basic.4y","unknown","yes","no","cellular","apr","tue",167,1,6,2,"success",-1.8,93.749,-34.6,0.642,5008.7,"yes",2010
"39478",85,"housemaid","married","basic.4y","unknown","no","no","cellular","apr","tue",166,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.642,5008.7,"no",2010
"39479",75,"retired","divorced","high.school","no","no","no","telephone","apr","tue",162,1,6,2,"success",-1.8,93.749,-34.6,0.642,5008.7,"yes",2010
"39480",85,"housemaid","married","basic.4y","unknown","yes","no","cellular","apr","tue",462,1,999,1,"failure",-1.8,93.749,-34.6,0.642,5008.7,"yes",2010
"39481",70,"retired","married","basic.4y","no","yes","no","telephone","apr","tue",268,2,999,1,"failure",-1.8,93.749,-34.6,0.642,5008.7,"no",2010
"39482",45,"management","married","unknown","no","yes","no","cellular","apr","tue",379,3,7,1,"success",-1.8,93.749,-34.6,0.642,5008.7,"yes",2010
"39483",61,"retired","married","high.school","no","yes","no","cellular","apr","tue",930,4,999,0,"nonexistent",-1.8,93.749,-34.6,0.642,5008.7,"no",2010
"39484",49,"admin.","divorced","high.school","no","no","no","cellular","apr","wed",381,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.642,5008.7,"no",2010
"39485",66,"retired","divorced","basic.4y","no","yes","no","cellular","apr","wed",476,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.642,5008.7,"yes",2010
"39486",57,"housemaid","married","basic.4y","no","yes","no","telephone","apr","wed",595,3,999,1,"failure",-1.8,93.749,-34.6,0.642,5008.7,"yes",2010
"39487",80,"retired","divorced","basic.4y","no","yes","no","cellular","apr","wed",354,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.642,5008.7,"no",2010
"39488",80,"retired","divorced","basic.4y","no","yes","no","telephone","apr","wed",403,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.642,5008.7,"yes",2010
"39489",80,"retired","divorced","basic.4y","no","yes","no","telephone","apr","wed",623,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.642,5008.7,"yes",2010
"39490",80,"retired","divorced","basic.4y","no","yes","yes","cellular","apr","wed",654,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.642,5008.7,"yes",2010
"39491",57,"housemaid","married","basic.4y","no","no","no","cellular","apr","wed",224,2,6,1,"success",-1.8,93.749,-34.6,0.642,5008.7,"yes",2010
"39492",58,"unemployed","married","basic.9y","no","yes","no","cellular","apr","thu",229,1,6,1,"success",-1.8,93.749,-34.6,0.644,5008.7,"yes",2010
"39493",53,"housemaid","married","university.degree","no","yes","no","cellular","apr","thu",494,1,6,1,"success",-1.8,93.749,-34.6,0.644,5008.7,"yes",2010
"39494",80,"retired","divorced","basic.4y","no","yes","no","cellular","apr","thu",234,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.644,5008.7,"no",2010
"39495",57,"retired","married","high.school","no","yes","no","cellular","apr","thu",407,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.644,5008.7,"yes",2010
"39496",77,"retired","married","high.school","no","yes","no","cellular","apr","thu",165,7,999,0,"nonexistent",-1.8,93.749,-34.6,0.644,5008.7,"yes",2010
"39497",59,"retired","divorced","high.school","no","yes","no","cellular","apr","thu",247,2,999,1,"failure",-1.8,93.749,-34.6,0.644,5008.7,"no",2010
"39498",44,"admin.","married","high.school","no","yes","no","cellular","apr","thu",292,4,999,0,"nonexistent",-1.8,93.749,-34.6,0.644,5008.7,"no",2010
"39499",80,"retired","divorced","basic.4y","no","yes","yes","cellular","apr","thu",554,1,10,2,"success",-1.8,93.749,-34.6,0.644,5008.7,"yes",2010
"39500",32,"admin.","single","university.degree","no","yes","yes","cellular","apr","fri",109,5,6,1,"success",-1.8,93.749,-34.6,0.645,5008.7,"no",2010
"39501",43,"admin.","divorced","university.degree","no","no","no","telephone","apr","fri",263,4,999,0,"nonexistent",-1.8,93.749,-34.6,0.645,5008.7,"yes",2010
"39502",41,"admin.","married","university.degree","no","yes","no","cellular","apr","fri",342,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.645,5008.7,"yes",2010
"39503",63,"housemaid","married","basic.9y","no","yes","no","cellular","apr","fri",164,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.645,5008.7,"no",2010
"39504",47,"admin.","married","high.school","no","yes","no","cellular","apr","fri",296,1,999,1,"failure",-1.8,93.749,-34.6,0.645,5008.7,"yes",2010
"39505",73,"retired","single","professional.course","no","no","no","cellular","apr","fri",291,1,6,3,"success",-1.8,93.749,-34.6,0.645,5008.7,"yes",2010
"39506",26,"student","single","high.school","no","yes","yes","cellular","apr","fri",888,1,6,2,"success",-1.8,93.749,-34.6,0.645,5008.7,"yes",2010
"39507",25,"admin.","single","university.degree","no","no","yes","cellular","apr","fri",207,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.645,5008.7,"no",2010
"39508",62,"technician","married","unknown","no","yes","no","cellular","apr","fri",215,2,999,1,"failure",-1.8,93.749,-34.6,0.645,5008.7,"no",2010
"39509",71,"retired","married","basic.4y","no","no","no","telephone","apr","mon",92,8,999,0,"nonexistent",-1.8,93.749,-34.6,0.645,5008.7,"no",2010
"39510",29,"admin.","single","university.degree","no","yes","no","cellular","apr","mon",378,3,12,1,"success",-1.8,93.749,-34.6,0.645,5008.7,"no",2010
"39511",46,"admin.","married","high.school","no","no","no","cellular","apr","mon",194,3,999,0,"nonexistent",-1.8,93.749,-34.6,0.645,5008.7,"yes",2010
"39512",38,"management","divorced","university.degree","no","yes","no","cellular","apr","mon",182,2,6,1,"success",-1.8,93.749,-34.6,0.645,5008.7,"yes",2010
"39513",29,"technician","married","university.degree","no","yes","no","cellular","apr","mon",116,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.645,5008.7,"no",2010
"39514",32,"technician","married","professional.course","no","no","no","cellular","apr","mon",688,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.645,5008.7,"yes",2010
"39515",46,"admin.","married","high.school","no","yes","yes","cellular","apr","mon",128,2,6,2,"success",-1.8,93.749,-34.6,0.645,5008.7,"no",2010
"39516",29,"technician","married","university.degree","no","yes","no","cellular","apr","mon",192,1,999,1,"failure",-1.8,93.749,-34.6,0.645,5008.7,"yes",2010
"39517",30,"student","single","high.school","no","yes","yes","cellular","apr","mon",102,3,10,1,"success",-1.8,93.749,-34.6,0.645,5008.7,"no",2010
"39518",20,"student","single","high.school","no","no","no","cellular","apr","mon",1472,1,999,3,"failure",-1.8,93.749,-34.6,0.645,5008.7,"yes",2010
"39519",46,"admin.","married","high.school","no","yes","no","cellular","apr","mon",166,5,999,4,"failure",-1.8,93.749,-34.6,0.645,5008.7,"no",2010
"39520",24,"blue-collar","single","high.school","no","no","no","cellular","apr","mon",234,10,999,0,"nonexistent",-1.8,93.749,-34.6,0.645,5008.7,"no",2010
"39521",71,"retired","married","basic.4y","no","no","no","cellular","apr","mon",328,2,4,1,"success",-1.8,93.749,-34.6,0.645,5008.7,"yes",2010
"39522",24,"blue-collar","single","high.school","no","no","no","cellular","apr","mon",125,2,999,1,"failure",-1.8,93.749,-34.6,0.645,5008.7,"no",2010
"39523",71,"retired","married","basic.4y","no","no","no","cellular","apr","mon",117,3,999,0,"nonexistent",-1.8,93.749,-34.6,0.645,5008.7,"no",2010
"39524",29,"technician","married","university.degree","no","no","no","cellular","apr","mon",135,3,999,1,"failure",-1.8,93.749,-34.6,0.645,5008.7,"no",2010
"39525",24,"blue-collar","single","high.school","no","yes","no","cellular","apr","mon",135,1,999,1,"failure",-1.8,93.749,-34.6,0.645,5008.7,"no",2010
"39526",27,"student","single","university.degree","no","yes","yes","cellular","apr","tue",147,2,999,1,"failure",-1.8,93.749,-34.6,0.646,5008.7,"no",2010
"39527",39,"management","married","university.degree","no","no","no","telephone","apr","tue",325,1,999,2,"failure",-1.8,93.749,-34.6,0.646,5008.7,"yes",2010
"39528",24,"student","single","basic.9y","no","yes","no","cellular","apr","tue",345,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.646,5008.7,"no",2010
"39529",24,"student","single","basic.9y","no","yes","no","cellular","apr","tue",252,1,999,1,"failure",-1.8,93.749,-34.6,0.646,5008.7,"no",2010
"39530",27,"admin.","single","university.degree","no","yes","no","cellular","apr","tue",605,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.646,5008.7,"no",2010
"39531",37,"admin.","married","high.school","no","no","no","telephone","apr","tue",426,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.646,5008.7,"yes",2010
"39532",30,"admin.","single","university.degree","no","yes","no","cellular","apr","tue",321,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.646,5008.7,"yes",2010
"39533",20,"student","single","unknown","no","yes","no","cellular","apr","tue",81,3,999,0,"nonexistent",-1.8,93.749,-34.6,0.646,5008.7,"no",2010
"39534",44,"management","married","unknown","no","no","no","telephone","apr","tue",473,2,999,1,"failure",-1.8,93.749,-34.6,0.646,5008.7,"yes",2010
"39535",29,"services","single","high.school","no","no","no","telephone","apr","tue",370,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.646,5008.7,"yes",2010
"39536",48,"technician","single","professional.course","no","yes","no","cellular","apr","tue",159,3,999,0,"nonexistent",-1.8,93.749,-34.6,0.646,5008.7,"yes",2010
"39537",20,"student","single","unknown","no","yes","no","cellular","apr","tue",99,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.646,5008.7,"no",2010
"39538",52,"admin.","married","unknown","no","yes","no","cellular","apr","wed",184,2,10,1,"success",-1.8,93.749,-34.6,0.654,5008.7,"yes",2010
"39539",52,"admin.","married","unknown","no","yes","no","telephone","apr","wed",403,1,6,1,"success",-1.8,93.749,-34.6,0.654,5008.7,"yes",2010
"39540",28,"admin.","single","unknown","no","yes","no","cellular","apr","wed",545,2,6,4,"success",-1.8,93.749,-34.6,0.654,5008.7,"yes",2010
"39541",33,"admin.","married","university.degree","no","yes","no","cellular","apr","wed",623,1,6,1,"success",-1.8,93.749,-34.6,0.654,5008.7,"yes",2010
"39542",52,"admin.","married","unknown","no","no","no","cellular","apr","wed",387,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.654,5008.7,"yes",2010
"39543",50,"admin.","married","basic.9y","no","yes","no","cellular","apr","thu",717,3,999,0,"nonexistent",-1.8,93.749,-34.6,0.659,5008.7,"yes",2010
"39544",33,"admin.","married","university.degree","no","no","no","cellular","apr","thu",157,6,999,0,"nonexistent",-1.8,93.749,-34.6,0.659,5008.7,"no",2010
"39545",29,"services","single","unknown","no","yes","no","cellular","apr","thu",226,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.659,5008.7,"yes",2010
"39546",38,"admin.","single","high.school","no","yes","no","cellular","apr","thu",882,1,6,1,"success",-1.8,93.749,-34.6,0.659,5008.7,"yes",2010
"39547",61,"retired","married","basic.9y","no","no","no","cellular","apr","thu",165,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.659,5008.7,"no",2010
"39548",31,"self-employed","single","university.degree","no","no","no","cellular","apr","thu",210,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.659,5008.7,"yes",2010
"39549",36,"admin.","married","unknown","no","no","no","cellular","apr","thu",91,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.659,5008.7,"no",2010
"39550",37,"technician","married","professional.course","no","no","no","cellular","apr","thu",277,1,18,1,"success",-1.8,93.749,-34.6,0.659,5008.7,"yes",2010
"39551",26,"admin.","single","university.degree","no","yes","no","cellular","apr","thu",115,2,999,1,"failure",-1.8,93.749,-34.6,0.659,5008.7,"no",2010
"39552",35,"admin.","single","university.degree","no","yes","no","cellular","apr","thu",388,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.659,5008.7,"yes",2010
"39553",29,"services","single","unknown","no","yes","no","cellular","apr","thu",1241,5,999,0,"nonexistent",-1.8,93.749,-34.6,0.659,5008.7,"yes",2010
"39554",36,"unemployed","married","professional.course","no","yes","no","cellular","apr","thu",835,7,999,0,"nonexistent",-1.8,93.749,-34.6,0.659,5008.7,"no",2010
"39555",52,"admin.","married","university.degree","no","no","yes","telephone","apr","thu",395,3,999,0,"nonexistent",-1.8,93.749,-34.6,0.659,5008.7,"yes",2010
"39556",33,"admin.","single","university.degree","no","yes","no","cellular","apr","thu",305,3,999,0,"nonexistent",-1.8,93.749,-34.6,0.659,5008.7,"yes",2010
"39557",38,"admin.","single","high.school","no","yes","yes","cellular","apr","thu",449,1,13,1,"success",-1.8,93.749,-34.6,0.659,5008.7,"yes",2010
"39558",34,"technician","married","professional.course","no","yes","no","cellular","apr","fri",211,2,6,2,"success",-1.8,93.749,-34.6,0.663,5008.7,"no",2010
"39559",36,"blue-collar","married","unknown","no","no","no","cellular","apr","fri",315,1,6,1,"success",-1.8,93.749,-34.6,0.663,5008.7,"yes",2010
"39560",30,"management","married","university.degree","no","yes","no","cellular","apr","fri",242,4,999,1,"failure",-1.8,93.749,-34.6,0.663,5008.7,"no",2010
"39561",20,"student","single","unknown","no","no","no","cellular","apr","fri",342,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.663,5008.7,"no",2010
"39562",35,"admin.","married","university.degree","no","no","yes","cellular","apr","fri",262,3,999,1,"failure",-1.8,93.749,-34.6,0.663,5008.7,"yes",2010
"39563",36,"blue-collar","married","unknown","no","yes","no","cellular","apr","fri",572,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.663,5008.7,"no",2010
"39564",28,"technician","single","university.degree","no","no","yes","cellular","apr","fri",97,1,999,1,"failure",-1.8,93.749,-34.6,0.663,5008.7,"no",2010
"39565",28,"technician","single","university.degree","no","yes","no","cellular","apr","fri",148,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.663,5008.7,"no",2010
"39566",31,"student","single","university.degree","no","yes","yes","cellular","apr","fri",183,1,6,2,"success",-1.8,93.749,-34.6,0.663,5008.7,"yes",2010
"39567",21,"student","single","high.school","no","yes","no","cellular","apr","fri",551,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.663,5008.7,"yes",2010
"39568",20,"student","single","unknown","no","yes","yes","cellular","apr","fri",180,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.663,5008.7,"no",2010
"39569",37,"admin.","married","university.degree","no","no","no","cellular","may","tue",106,1,999,2,"failure",-1.8,93.876,-40,0.668,5008.7,"no",2010
"39570",39,"admin.","married","high.school","no","yes","no","cellular","may","tue",552,1,3,2,"success",-1.8,93.876,-40,0.668,5008.7,"yes",2010
"39571",52,"admin.","married","university.degree","no","no","no","cellular","may","tue",131,1,3,2,"success",-1.8,93.876,-40,0.668,5008.7,"no",2010
"39572",29,"admin.","single","university.degree","no","no","no","cellular","may","tue",85,1,999,2,"failure",-1.8,93.876,-40,0.668,5008.7,"no",2010
"39573",30,"admin.","single","university.degree","no","no","no","cellular","may","tue",113,1,6,1,"success",-1.8,93.876,-40,0.668,5008.7,"no",2010
"39574",30,"blue-collar","single","professional.course","no","no","no","cellular","may","tue",165,1,999,1,"failure",-1.8,93.876,-40,0.668,5008.7,"no",2010
"39575",48,"blue-collar","married","basic.9y","no","yes","no","cellular","may","tue",268,1,3,3,"success",-1.8,93.876,-40,0.668,5008.7,"yes",2010
"39576",18,"student","single","unknown","no","yes","no","telephone","may","tue",421,1,3,1,"success",-1.8,93.876,-40,0.668,5008.7,"yes",2010
"39577",18,"student","single","unknown","no","yes","no","cellular","may","tue",489,1,6,1,"success",-1.8,93.876,-40,0.668,5008.7,"yes",2010
"39578",79,"retired","married","basic.9y","no","no","no","cellular","may","tue",104,1,999,2,"failure",-1.8,93.876,-40,0.668,5008.7,"no",2010
"39579",79,"retired","married","basic.9y","no","no","no","cellular","may","tue",126,1,999,0,"nonexistent",-1.8,93.876,-40,0.668,5008.7,"no",2010
"39580",43,"technician","single","professional.course","no","no","no","cellular","may","tue",164,2,3,2,"success",-1.8,93.876,-40,0.668,5008.7,"yes",2010
"39581",52,"admin.","married","university.degree","no","yes","no","cellular","may","tue",556,2,999,0,"nonexistent",-1.8,93.876,-40,0.668,5008.7,"yes",2010
"39582",24,"student","single","high.school","no","yes","no","cellular","may","tue",153,2,6,2,"success",-1.8,93.876,-40,0.668,5008.7,"yes",2010
"39583",52,"technician","married","university.degree","no","no","yes","telephone","may","tue",209,1,2,2,"success",-1.8,93.876,-40,0.668,5008.7,"yes",2010
"39584",19,"student","single","basic.9y","no","yes","no","cellular","may","tue",203,1,999,3,"failure",-1.8,93.876,-40,0.668,5008.7,"no",2010
"39585",29,"student","single","high.school","no","no","no","cellular","may","tue",104,1,7,1,"success",-1.8,93.876,-40,0.668,5008.7,"no",2010
"39586",51,"services","married","high.school","no","no","no","cellular","may","tue",1267,1,999,1,"failure",-1.8,93.876,-40,0.668,5008.7,"yes",2010
"39587",32,"student","single","unknown","no","yes","no","cellular","may","wed",188,2,999,0,"nonexistent",-1.8,93.876,-40,0.672,5008.7,"yes",2010
"39588",37,"housemaid","married","university.degree","no","yes","no","cellular","may","wed",100,1,999,0,"nonexistent",-1.8,93.876,-40,0.672,5008.7,"no",2010
"39589",24,"student","single","high.school","no","no","no","cellular","may","wed",389,1,7,2,"success",-1.8,93.876,-40,0.672,5008.7,"yes",2010
"39590",24,"student","single","high.school","no","yes","no","cellular","may","wed",329,1,1,2,"success",-1.8,93.876,-40,0.672,5008.7,"no",2010
"39591",24,"student","single","high.school","no","yes","no","cellular","may","wed",173,1,999,3,"failure",-1.8,93.876,-40,0.672,5008.7,"no",2010
